Arc Center Distance,Diameter,Width,Pitch,Blade Count,Thickness,Rotational Speed,Efficiency
1.25,11,1.5,30,2,0.05,1500,0.20
1.25,11,1.5,30,2,0.05,2000,0.19
1.25,11,1.5,30,2,0.05,2500,0.20
1.25,11,1.5,45,2,0.05,500,0.32
1.25,11,1.5,45,2,0.05,1000,0.20
1.25,11,1.5,45,2,0.05,1500,0.22
1.25,11,1.5,45,2,0.05,2000,0.22
1.25,11,1.5,45,2,0.05,2500,0.24
1.25,11,1.5,60,2,0.05,500,0.07
1.25,11,1.5,60,2,0.05,1000,0.18
1.25,11,1.5,60,2,0.05,1500,0.21
1.25,11,1.5,60,2,0.05,2000,0.21
1.25,11,1.5,60,2,0.05,2500,0.20
1.75,5,0.25,30,2,0.05,500,0.01
1.75,5,0.25,30,2,0.05,1000,0.01
1.75,5,0.25,30,2,0.05,1500,0.01
1.75,5,0.25,30,2,0.05,2000,0.01
1.75,5,0.25,30,2,0.05,2500,0.01
1.75,5,0.25,45,2,0.05,500,0.00
1.75,5,0.25,45,2,0.05,1000,0.00
1.75,5,0.25,45,2,0.05,1500,0.00
1.75,5,0.25,45,2,0.05,2000,0.00
1.75,5,0.25,45,2,0.05,2500,0.01
1.75,5,0.25,60,2,0.05,500,0.00
1.75,5,0.25,60,2,0.05,1000,0.00
1.75,5,0.25,60,2,0.05,1500,0.00
1.75,5,0.25,60,2,0.05,2000,0.00
1.75,5,0.25,60,2,0.05,2500,0.00
1.75,5,0.75,30,2,0.05,500,0.01
1.75,5,0.75,30,2,0.05,1000,0.02
1.75,5,0.75,30,2,0.05,1500,0.02
1.75,5,0.75,30,2,0.05,2000,0.02
1.75,5,0.75,30,2,0.05,2500,0.02
1.75,5,0.75,45,2,0.05,500,0.02
1.75,5,0.75,45,2,0.05,1000,0.00
1.75,5,0.75,45,2,0.05,1500,0.03
1.75,5,0.75,45,2,0.05,2000,0.03
1.75,5,0.75,45,2,0.05,2500,0.03
1.75,5,0.75,60,2,0.05,500,0.00
1.75,5,0.75,60,2,0.05,1000,0.00
1.75,5,0.75,60,2,0.05,1500,0.00
1.75,5,0.75,60,2,0.05,2000,0.00
1.75,5,0.75,60,2,0.05,2500,0.00
1.75,5,1.25,30,2,0.05,500,0.01
1.75,5,1.25,30,2,0.05,1000,0.02
1.75,5,1.25,30,2,0.05,1500,0.02
1.75,5,1.25,30,2,0.05,2000,0.02
1.75,5,1.25,30,2,0.05,2500,0.02
1.75,5,1.25,45,2,0.05,500,0.00
1.75,5,1.25,45,2,0.05,1000,0.00
1.75,5,1.25,45,2,0.05,1500,0.00
1.75,5,1.25,45,2,0.05,2000,0.00
1.75,5,1.25,45,2,0.05,2500,0.00
1.75,5,1.25,60,2,0.05,500,0.01
1.75,5,1.25,60,2,0.05,1000,0.01
1.75,5,1.25,60,2,0.05,1500,0.01
1.75,5,1.25,60,2,0.05,2000,0.00
1.75,5,1.25,60,2,0.05,2500,0.00
1.75,5,1.5,30,2,0.05,500,0.00
1.75,5,1.5,30,2,0.05,1000,0.02
1.75,5,1.5,30,2,0.05,1500,0.01
1.75,5,1.5,30,2,0.05,2000,0.01
1.75,5,1.5,30,2,0.05,2500,0.01
1.75,5,1.5,45,2,0.05,500,0.00
1.75,5,1.5,45,2,0.05,1000,0.00
1.75,5,1.5,45,2,0.05,1500,0.00
1.75,5,1.5,45,2,0.05,2000,0.00
1.75,5,1.5,45,2,0.05,2500,0.00
1.75,5,1.5,60,2,0.05,500,0.01
1.75,5,1.5,60,2,0.05,1000,0.01
1.75,5,1.5,60,2,0.05,1500,0.00
1.75,5,1.5,60,2,0.05,2000,0.01
1.75,5,1.5,60,2,0.05,2500,0.00
1.75,7,0.25,30,2,0.05,500,0.06
1.75,7,0.25,30,2,0.05,1000,0.08
1.75,7,0.25,30,2,0.05,1500,0.07
1.75,7,0.25,30,2,0.05,2000,0.07
1.75,7,0.25,30,2,0.05,2500,0.08
1.75,7,0.25,45,2,0.05,500,0.00
1.75,7,0.25,45,2,0.05,1000,0.01
1.75,7,0.25,45,2,0.05,1500,0.01
1.75,7,0.25,45,2,0.05,2000,0.01
1.75,7,0.25,45,2,0.05,2500,0.01
1.75,7,0.25,60,2,0.05,500,0.01
1.75,7,0.25,60,2,0.05,1000,0.00
1.75,7,0.25,60,2,0.05,1500,0.01
1.75,7,0.25,60,2,0.05,2000,0.01
1.75,7,0.25,60,2,0.05,2500,0.01
1.75,7,0.75,30,2,0.05,500,0.07
1.75,7,0.75,30,2,0.05,1000,0.08
1.75,7,0.75,30,2,0.05,1500,0.09
1.75,7,0.75,30,2,0.05,2000,0.09
1.75,7,0.75,30,2,0.05,2500,0.09
1.75,7,0.75,45,2,0.05,500,0.11
1.75,7,0.75,45,2,0.05,1000,0.13
1.75,7,0.75,45,2,0.05,1500,0.13
1.75,7,0.75,45,2,0.05,2000,0.13
1.75,7,0.75,45,2,0.05,2500,0.14
1.75,7,0.75,60,2,0.05,500,0.07
1.75,7,0.75,60,2,0.05,1000,0.05
1.75,7,0.75,60,2,0.05,1500,0.09
1.75,7,0.75,60,2,0.05,2000,0.09
1.75,7,0.75,60,2,0.05,2500,0.09
1.75,7,1.25,30,2,0.05,500,0.06
1.75,7,1.25,30,2,0.05,1000,0.07
1.75,7,1.25,30,2,0.05,1500,0.07
1.75,7,1.25,30,2,0.05,2000,0.08
1.75,7,1.25,30,2,0.05,2500,0.08
1.75,7,1.25,45,2,0.05,500,0.08
1.75,7,1.25,45,2,0.05,1000,0.08
1.75,7,1.25,45,2,0.05,1500,0.08
1.75,7,1.25,45,2,0.05,2000,0.09
1.75,7,1.25,45,2,0.05,2500,0.09
1.75,7,1.25,60,2,0.05,500,0.01
1.75,7,1.25,60,2,0.05,1000,0.01
1.75,7,1.25,60,2,0.05,1500,0.01
1.75,7,1.25,60,2,0.05,2000,0.01
1.75,7,1.25,60,2,0.05,2500,0.01
1.75,7,1.5,30,2,0.05,500,0.17
1.75,7,1.5,30,2,0.05,1000,0.16
1.75,7,1.5,30,2,0.05,1500,0.17
1.75,7,1.5,30,2,0.05,2000,0.16
1.75,7,1.5,30,2,0.05,2500,0.17
1.75,7,1.5,45,2,0.05,500,0.03
1.75,7,1.5,45,2,0.05,1000,0.01
1.75,7,1.5,45,2,0.05,1500,0.04
1.75,7,1.5,45,2,0.05,2000,0.01
1.75,7,1.5,45,2,0.05,2500,0.04
1.75,7,1.5,60,2,0.05,500,0.01
1.75,7,1.5,60,2,0.05,1000,0.00
1.75,7,1.5,60,2,0.05,1500,0.01
1.75,7,1.5,60,2,0.05,2000,0.00
1.75,7,1.5,60,2,0.05,2500,0.01
1.75,9,0.25,30,2,0.05,500,0.08
1.75,9,0.25,30,2,0.05,1000,0.12
1.75,9,0.25,30,2,0.05,1500,0.09
1.75,9,0.25,30,2,0.05,2000,0.12
1.75,9,0.25,30,2,0.05,2500,0.10
1.75,9,0.25,45,2,0.05,500,0.09
1.75,9,0.25,45,2,0.05,1000,0.09
1.75,9,0.25,45,2,0.05,1500,0.09
1.75,9,0.25,45,2,0.05,2000,0.10
1.75,9,0.25,45,2,0.05,2500,0.10
1.75,9,0.25,60,2,0.05,500,0.05
1.75,9,0.25,60,2,0.05,1000,0.13
1.75,9,0.25,60,2,0.05,1500,0.14
1.75,9,0.25,60,2,0.05,2000,0.13
1.75,9,0.25,60,2,0.05,2500,0.13
1.75,9,0.75,30,2,0.05,500,0.16
1.75,9,0.75,30,2,0.05,1000,0.15
1.75,9,0.75,30,2,0.05,1500,0.16
1.75,9,0.75,30,2,0.05,2000,0.15
1.75,9,0.75,30,2,0.05,2500,0.16
1.75,9,0.75,45,2,0.05,500,0.17
1.75,9,0.75,45,2,0.05,1000,0.21
1.75,9,0.75,45,2,0.05,1500,0.24
1.75,9,0.75,45,2,0.05,2000,0.25
1.75,9,0.75,45,2,0.05,2500,0.26
1.75,9,0.75,60,2,0.05,500,0.17
1.75,9,0.75,60,2,0.05,1000,0.20
1.75,9,0.75,60,2,0.05,1500,0.20
1.75,9,0.75,60,2,0.05,2000,0.21
1.75,9,0.75,60,2,0.05,2500,0.21
1.75,9,1.25,30,2,0.05,500,0.16
1.75,9,1.25,30,2,0.05,1000,0.17
1.75,9,1.25,30,2,0.05,1500,0.17
1.75,9,1.25,30,2,0.05,2000,0.17
1.75,9,1.25,30,2,0.05,2500,0.17
1.75,9,1.25,45,2,0.05,500,0.21
1.75,9,1.25,45,2,0.05,1000,0.20
1.75,9,1.25,45,2,0.05,1500,0.21
1.75,9,1.25,45,2,0.05,2000,0.21
1.75,9,1.25,45,2,0.05,2500,0.23
1.75,9,1.25,60,2,0.05,500,0.05
1.75,9,1.25,60,2,0.05,1000,0.03
1.75,9,1.25,60,2,0.05,1500,0.06
1.75,9,1.25,60,2,0.05,2000,0.06
1.75,9,1.25,60,2,0.05,2500,0.06
1.75,9,1.5,30,2,0.05,500,0.15
1.75,9,1.5,30,2,0.05,1000,0.15
1.75,9,1.5,30,2,0.05,1500,0.15
1.75,9,1.5,30,2,0.05,2000,0.15
1.75,9,1.5,30,2,0.05,2500,0.14
1.75,9,1.5,45,2,0.05,500,0.23
1.75,9,1.5,45,2,0.05,1000,0.18
1.75,9,1.5,45,2,0.05,1500,0.19
1.75,9,1.5,45,2,0.05,2000,0.20
1.75,9,1.5,45,2,0.05,2500,0.20
1.75,9,1.5,60,2,0.05,500,0.05
1.75,9,1.5,60,2,0.05,1000,0.02
1.75,9,1.5,60,2,0.05,1500,0.05
1.75,9,1.5,60,2,0.05,2000,0.05
1.75,9,1.5,60,2,0.05,2500,0.05
1.75,11,0.25,30,2,0.05,500,0.10
1.75,11,0.25,30,2,0.05,1000,0.16
1.75,11,0.25,30,2,0.05,1500,0.14
1.75,11,0.25,30,2,0.05,2000,0.15
1.75,11,0.25,30,2,0.05,2500,0.13
1.75,11,0.25,45,2,0.05,500,0.09
1.75,11,0.25,45,2,0.05,1000,0.12
1.75,11,0.25,45,2,0.05,1500,0.13
1.75,11,0.25,45,2,0.05,2000,0.13
1.75,11,0.25,45,2,0.05,2500,0.13
1.75,11,0.25,60,2,0.05,500,0.06
1.75,11,0.25,60,2,0.05,1000,0.13
1.75,11,0.25,60,2,0.05,1500,0.11
1.75,11,0.25,60,2,0.05,2000,0.12
1.75,11,0.25,60,2,0.05,2500,0.11
1.75,11,0.75,30,2,0.05,500,0.09
1.75,11,0.75,30,2,0.05,1000,0.13
1.75,11,0.75,30,2,0.05,1500,0.12
1.75,11,0.75,30,2,0.05,2000,0.12
1.75,11,0.75,30,2,0.05,2500,0.12
1.75,11,0.75,45,2,0.05,500,0.20
1.75,11,0.75,45,2,0.05,1000,0.21
1.75,11,0.75,45,2,0.05,1500,0.22
1.75,11,0.75,45,2,0.05,2000,0.22
1.75,11,0.75,45,2,0.05,2500,0.23
1.75,11,0.75,60,2,0.05,500,0.09
1.75,11,0.75,60,2,0.05,1000,0.23
1.75,11,0.75,60,2,0.05,1500,0.23
1.75,11,0.75,60,2,0.05,2000,0.25
1.75,11,0.75,60,2,0.05,2500,0.25
1.75,11,1.25,30,2,0.05,500,0.11
1.75,11,1.25,30,2,0.05,1000,0.16
1.75,11,1.25,30,2,0.05,1500,0.15
1.75,11,1.25,30,2,0.05,2000,0.16
1.75,11,1.25,30,2,0.05,2500,0.17
1.75,11,1.25,45,2,0.05,500,0.21
1.75,11,1.25,45,2,0.05,1000,0.22
1.75,11,1.25,45,2,0.05,1500,0.22
1.75,11,1.25,45,2,0.05,2000,0.24
1.75,11,1.25,45,2,0.05,2500,0.23
1.75,11,1.25,60,2,0.05,500,0.06
1.75,11,1.25,60,2,0.05,1000,0.25
1.75,11,1.25,60,2,0.05,1500,0.24
1.75,11,1.25,60,2,0.05,2000,0.25
1.75,11,1.25,60,2,0.05,2500,0.23
1.75,11,1.5,30,2,0.05,500,0.14
1.75,11,1.5,30,2,0.05,1000,0.16
1.75,11,1.5,30,2,0.05,1500,0.12
1.75,11,1.5,30,2,0.05,2000,0.13
1.75,11,1.5,30,2,0.05,2500,0.14
1.75,11,1.5,45,2,0.05,500,0.17
1.75,11,1.5,45,2,0.05,1000,0.21
1.75,11,1.5,45,2,0.05,1500,0.22
1.75,11,1.5,45,2,0.05,2000,0.21
1.75,11,1.5,45,2,0.05,2500,0.25
1.75,11,1.5,60,2,0.05,500,0.12
1.75,11,1.5,60,2,0.05,1000,0.12
1.75,11,1.5,60,2,0.05,1500,0.13
1.75,11,1.5,60,2,0.05,2000,0.14
1.75,11,1.5,60,2,0.05,2500,0.14
2,5,0.25,30,2,0.05,500,0.00
2,5,0.25,30,2,0.05,1000,0.01
2,5,0.25,30,2,0.05,1500,0.00
2,5,0.25,30,2,0.05,2000,0.00
2,5,0.25,30,2,0.05,2500,0.00
2,5,0.25,45,2,0.05,500,0.00
2,5,0.25,45,2,0.05,1000,0.00
2,5,0.25,45,2,0.05,1500,0.00
2,5,0.25,45,2,0.05,2000,0.00
2,5,0.25,45,2,0.05,2500,0.00
2,5,0.25,60,2,0.05,500,0.00
2,5,0.25,60,2,0.05,1000,0.00
2,5,0.25,60,2,0.05,1500,0.00
2,5,0.25,60,2,0.05,2000,0.00
2,5,0.25,60,2,0.05,2500,0.00
2,5,0.75,30,2,0.05,500,0.00
2,5,0.75,30,2,0.05,1000,0.00
2,5,0.75,30,2,0.05,1500,0.01
2,5,0.75,30,2,0.05,2000,0.01
2,5,0.75,30,2,0.05,2500,0.01
2,5,0.75,45,2,0.05,500,0.01
2,5,0.75,45,2,0.05,1000,0.00
2,5,0.75,45,2,0.05,1500,0.00
2,5,0.75,45,2,0.05,2000,0.00
2,5,0.75,45,2,0.05,2500,0.00
2,5,0.75,60,2,0.05,500,0.01
2,5,0.75,60,2,0.05,1000,0.00
2,5,0.75,60,2,0.05,1500,0.01
2,5,0.75,60,2,0.05,2000,0.01
2,5,0.75,60,2,0.05,2500,0.00
2,5,1.25,30,2,0.05,500,0.00
2,5,1.25,30,2,0.05,1000,0.01
2,5,1.25,30,2,0.05,1500,0.01
2,5,1.25,30,2,0.05,2000,0.01
2,5,1.25,30,2,0.05,2500,0.01
2,5,1.25,45,2,0.05,500,0.00
2,5,1.25,45,2,0.05,1000,0.00
2,5,1.25,45,2,0.05,1500,0.00
2,5,1.25,45,2,0.05,2000,0.00
2,5,1.25,45,2,0.05,2500,0.00
2,5,1.25,60,2,0.05,500,0.06
2,5,1.25,60,2,0.05,1000,0.01
2,5,1.25,60,2,0.05,1500,0.00
2,5,1.25,60,2,0.05,2000,0.00
2,5,1.25,60,2,0.05,2500,0.00
2,5,1.5,30,2,0.05,500,0.00
2,5,1.5,30,2,0.05,1000,0.00
2,5,1.5,30,2,0.05,1500,0.00
2,5,1.5,30,2,0.05,2000,0.01
2,5,1.5,30,2,0.05,2500,0.00
2,5,1.5,45,2,0.05,500,0.01
2,5,1.5,45,2,0.05,1000,0.01
2,5,1.5,45,2,0.05,1500,0.01
2,5,1.5,45,2,0.05,2000,0.01
2,5,1.5,45,2,0.05,2500,0.01
2,5,1.5,60,2,0.05,500,0.00
2,5,1.5,60,2,0.05,1000,0.00
2,5,1.5,60,2,0.05,1500,0.00
2,5,1.5,60,2,0.05,2000,0.00
2,5,1.5,60,2,0.05,2500,0.00
2,7,0.25,30,2,0.05,500,0.03
2,7,0.25,30,2,0.05,1000,0.03
2,7,0.25,30,2,0.05,1500,0.03
2,7,0.25,30,2,0.05,2000,0.03
2,7,0.25,30,2,0.05,2500,0.04
2,7,0.25,45,2,0.05,500,0.01
2,7,0.25,45,2,0.05,1000,0.01
2,7,0.25,45,2,0.05,1500,0.01
2,7,0.25,45,2,0.05,2000,0.01
2,7,0.25,45,2,0.05,2500,0.01
2,7,0.25,60,2,0.05,500,0.00
2,7,0.25,60,2,0.05,1000,0.00
2,7,0.25,60,2,0.05,1500,0.00
2,7,0.25,60,2,0.05,2000,0.00
2,7,0.25,60,2,0.05,2500,0.00
2,7,0.75,30,2,0.05,500,0.04
2,7,0.75,30,2,0.05,1000,0.04
2,7,0.75,30,2,0.05,1500,0.05
2,7,0.75,30,2,0.05,2000,0.05
2,7,0.75,30,2,0.05,2500,0.05
2,7,0.75,45,2,0.05,500,0.08
2,7,0.75,45,2,0.05,1000,0.08
2,7,0.75,45,2,0.05,1500,0.09
2,7,0.75,45,2,0.05,2000,0.09
2,7,0.75,45,2,0.05,2500,0.09
2,7,0.75,60,2,0.05,500,0.04
2,7,0.75,60,2,0.05,1000,0.03
2,7,0.75,60,2,0.05,1500,0.05
2,7,0.75,60,2,0.05,2000,0.06
2,7,0.75,60,2,0.05,2500,0.06
2,7,1.25,30,2,0.05,500,0.06
2,7,1.25,30,2,0.05,1000,0.07
2,7,1.25,30,2,0.05,1500,0.08
2,7,1.25,30,2,0.05,2000,0.08
2,7,1.25,30,2,0.05,2500,0.09
2,7,1.25,45,2,0.05,500,0.06
2,7,1.25,45,2,0.05,1000,0.07
2,7,1.25,45,2,0.05,1500,0.07
2,7,1.25,45,2,0.05,2000,0.07
2,7,1.25,45,2,0.05,2500,0.08
2,7,1.25,60,2,0.05,500,0.01
2,7,1.25,60,2,0.05,1000,0.00
2,7,1.25,60,2,0.05,1500,0.01
2,7,1.25,60,2,0.05,2000,0.00
2,7,1.25,60,2,0.05,2500,0.01
2,7,1.5,30,2,0.05,500,0.05
2,7,1.5,30,2,0.05,1000,0.09
2,7,1.5,30,2,0.05,1500,0.09
2,7,1.5,30,2,0.05,2000,0.09
2,7,1.5,30,2,0.05,2500,0.10
2,7,1.5,45,2,0.05,500,0.02
2,7,1.5,45,2,0.05,1000,0.03
2,7,1.5,45,2,0.05,1500,0.03
2,7,1.5,45,2,0.05,2000,0.03
2,7,1.5,45,2,0.05,2500,0.03
2,7,1.5,60,2,0.05,500,0.00
2,7,1.5,60,2,0.05,1000,0.00
2,7,1.5,60,2,0.05,1500,0.00
2,7,1.5,60,2,0.05,2000,0.00
2,7,1.5,60,2,0.05,2500,0.00
2,9,0.25,30,2,0.05,500,0.13
2,9,0.25,30,2,0.05,1000,0.12
2,9,0.25,30,2,0.05,1500,0.14
2,9,0.25,30,2,0.05,2000,0.15
2,9,0.25,30,2,0.05,2500,0.16
2,9,0.25,45,2,0.05,500,0.05
2,9,0.25,45,2,0.05,1000,0.10
2,9,0.25,45,2,0.05,1500,0.11
2,9,0.25,45,2,0.05,2000,0.12
2,9,0.25,45,2,0.05,2500,0.13
2,9,0.25,60,2,0.05,500,0.01
2,9,0.25,60,2,0.05,1000,0.01
2,9,0.25,60,2,0.05,1500,0.01
2,9,0.25,60,2,0.05,2000,0.01
2,9,0.25,60,2,0.05,2500,0.01
2,9,0.75,30,2,0.05,500,0.17
2,9,0.75,30,2,0.05,1000,0.13
2,9,0.75,30,2,0.05,1500,0.16
2,9,0.75,30,2,0.05,2000,0.15
2,9,0.75,30,2,0.05,2500,0.16
2,9,0.75,45,2,0.05,500,0.12
2,9,0.75,45,2,0.05,1000,0.14
2,9,0.75,45,2,0.05,1500,0.15
2,9,0.75,45,2,0.05,2000,0.15
2,9,0.75,45,2,0.05,2500,0.16
2,9,0.75,60,2,0.05,500,0.13
2,9,0.75,60,2,0.05,1000,0.16
2,9,0.75,60,2,0.05,1500,0.17
2,9,0.75,60,2,0.05,2000,0.18
2,9,0.75,60,2,0.05,2500,0.18
2,9,1.25,30,2,0.05,500,0.15
2,9,1.25,30,2,0.05,1000,0.16
2,9,1.25,30,2,0.05,1500,0.16
2,9,1.25,30,2,0.05,2000,0.17
2,9,1.25,30,2,0.05,2500,0.15
2,9,1.25,45,2,0.05,500,0.16
2,9,1.25,45,2,0.05,1000,0.16
2,9,1.25,45,2,0.05,1500,0.17
2,9,1.25,45,2,0.05,2000,0.18
2,9,1.25,45,2,0.05,2500,0.18
2,9,1.25,60,2,0.05,500,0.03
2,9,1.25,60,2,0.05,1000,0.04
2,9,1.25,60,2,0.05,1500,0.05
2,9,1.25,60,2,0.05,2000,0.04
2,9,1.25,60,2,0.05,2500,0.04
2,9,1.5,30,2,0.05,500,0.17
2,9,1.5,30,2,0.05,1000,0.16
2,9,1.5,30,2,0.05,1500,0.17
2,9,1.5,30,2,0.05,2000,0.17
2,9,1.5,30,2,0.05,2500,0.16
2,9,1.5,45,2,0.05,500,0.11
2,9,1.5,45,2,0.05,1000,0.17
2,9,1.5,45,2,0.05,1500,0.17
2,9,1.5,45,2,0.05,2000,0.18
2,9,1.5,45,2,0.05,2500,0.18
2,9,1.5,60,2,0.05,500,0.03
2,9,1.5,60,2,0.05,1000,0.01
2,9,1.5,60,2,0.05,1500,0.02
2,9,1.5,60,2,0.05,2000,0.02
2,9,1.5,60,2,0.05,2500,0.02
2,11,0.25,30,2,0.05,500,0.12
2,11,0.25,30,2,0.05,1000,0.15
2,11,0.25,30,2,0.05,1500,0.13
2,11,0.25,30,2,0.05,2000,0.13
2,11,0.25,30,2,0.05,2500,0.12
2,11,0.25,45,2,0.05,500,0.09
2,11,0.25,45,2,0.05,1000,0.11
2,11,0.25,45,2,0.05,1500,0.12
2,11,0.25,45,2,0.05,2000,0.13
2,11,0.25,45,2,0.05,2500,0.12
2,11,0.25,60,2,0.05,500,0.05
2,11,0.25,60,2,0.05,1000,0.08
2,11,0.25,60,2,0.05,1500,0.08
2,11,0.25,60,2,0.05,2000,0.09
2,11,0.25,60,2,0.05,2500,0.08
2,11,0.75,30,2,0.05,500,0.12
2,11,0.75,30,2,0.05,1000,0.14
2,11,0.75,30,2,0.05,1500,0.14
2,11,0.75,30,2,0.05,2000,0.16
2,11,0.75,30,2,0.05,2500,0.15
2,11,0.75,45,2,0.05,500,0.34
2,11,0.75,45,2,0.05,1000,0.23
2,11,0.75,45,2,0.05,1500,0.25
2,11,0.75,45,2,0.05,2000,0.26
2,11,0.75,45,2,0.05,2500,0.27
2,11,0.75,60,2,0.05,500,0.18
2,11,0.75,60,2,0.05,1000,0.21
2,11,0.75,60,2,0.05,1500,0.22
2,11,0.75,60,2,0.05,2000,0.23
2,11,0.75,60,2,0.05,2500,0.22
2,11,1.25,30,2,0.05,500,0.14
2,11,1.25,30,2,0.05,1000,0.16
2,11,1.25,30,2,0.05,1500,0.16
2,11,1.25,30,2,0.05,2000,0.16
2,11,1.25,30,2,0.05,2500,0.18
2,11,1.25,45,2,0.05,500,0.07
2,11,1.25,45,2,0.05,1000,0.30
2,11,1.25,45,2,0.05,1500,0.30
2,11,1.25,45,2,0.05,2000,0.33
2,11,1.25,45,2,0.05,2500,0.33
2,11,1.25,60,2,0.05,500,0.11
2,11,1.25,60,2,0.05,1000,0.17
2,11,1.25,60,2,0.05,1500,0.16
2,11,1.25,60,2,0.05,2000,0.19
2,11,1.25,60,2,0.05,2500,0.16
2,11,1.5,30,2,0.05,500,0.17
2,11,1.5,30,2,0.05,1000,0.17
2,11,1.5,30,2,0.05,1500,0.16
2,11,1.5,30,2,0.05,2000,0.17
2,11,1.5,30,2,0.05,2500,0.17
2,11,1.5,45,2,0.05,500,0.33
2,11,1.5,45,2,0.05,1000,0.14
2,11,1.5,45,2,0.05,1500,0.27
2,11,1.5,45,2,0.05,2000,0.26
2,11,1.5,45,2,0.05,2500,0.26
2,11,1.5,60,2,0.05,500,0.06
2,11,1.5,60,2,0.05,1000,0.08
2,11,1.5,60,2,0.05,1500,0.09
2,11,1.5,60,2,0.05,2000,0.10
2,11,1.5,60,2,0.05,2500,0.10
0.25,3,0.25,30,4,0.05,500,0.19
0.25,3,0.25,30,4,0.05,1000,0.20
0.25,3,0.25,30,4,0.05,1500,0.19
0.25,3,0.25,30,4,0.05,2000,0.20
0.25,3,0.25,30,4,0.05,2500,0.20
0.25,3,0.25,45,4,0.05,500,0.31
0.25,3,0.25,45,4,0.05,1000,0.31
0.25,3,0.25,45,4,0.05,1500,0.32
0.25,3,0.25,45,4,0.05,2000,0.31
0.25,3,0.25,45,4,0.05,2500,0.32
0.25,3,0.25,60,4,0.05,500,0.24
0.25,3,0.25,60,4,0.05,1000,0.26
0.25,3,0.25,60,4,0.05,1500,0.27
0.25,3,0.25,60,4,0.05,2000,0.27
0.25,3,0.25,60,4,0.05,2500,0.27
0.25,3,0.75,30,4,0.05,500,0.25
0.25,3,0.75,30,4,0.05,1000,0.27
0.25,3,0.75,30,4,0.05,1500,0.27
0.25,3,0.75,30,4,0.05,2000,0.27
0.25,3,0.75,30,4,0.05,2500,0.28
0.25,3,0.75,45,4,0.05,500,0.14
0.25,3,0.75,45,4,0.05,1000,0.14
0.25,3,0.75,45,4,0.05,1500,0.15
0.25,3,0.75,45,4,0.05,2000,0.15
0.25,3,0.75,45,4,0.05,2500,0.15
0.25,3,0.75,60,4,0.05,500,0.00
0.25,3,0.75,60,4,0.05,1000,0.00
0.25,3,0.75,60,4,0.05,1500,0.00
0.25,3,0.75,60,4,0.05,2000,0.00
0.25,3,0.75,60,4,0.05,2500,0.00
0.25,3,1.25,30,4,0.05,500,0.12
0.25,3,1.25,30,4,0.05,1000,0.07
0.25,3,1.25,30,4,0.05,1500,0.08
0.25,3,1.25,30,4,0.05,2000,0.14
0.25,3,1.25,30,4,0.05,2500,0.20
0.25,3,1.25,45,4,0.05,500,0.00
0.25,3,1.25,45,4,0.05,1000,0.00
0.25,3,1.25,45,4,0.05,1500,0.00
0.25,3,1.25,45,4,0.05,2000,0.00
0.25,3,1.25,45,4,0.05,2500,0.00
0.25,3,1.25,60,4,0.05,500,0.01
0.25,3,1.25,60,4,0.05,1000,0.01
0.25,3,1.25,60,4,0.05,1500,0.01
0.25,3,1.25,60,4,0.05,2000,0.01
0.25,3,1.25,60,4,0.05,2500,0.01
0.25,3,1.5,30,4,0.05,500,0.00
0.25,3,1.5,30,4,0.05,1000,0.00
0.25,3,1.5,30,4,0.05,1500,0.00
0.25,3,1.5,30,4,0.05,2000,0.00
0.25,3,1.5,30,4,0.05,2500,0.00
0.25,3,1.5,45,4,0.05,500,0.00
0.25,3,1.5,45,4,0.05,1000,0.00
0.25,3,1.5,45,4,0.05,1500,0.00
0.25,3,1.5,45,4,0.05,2000,0.00
0.25,3,1.5,45,4,0.05,2500,0.00
0.25,3,1.5,60,4,0.05,500,0.01
0.25,3,1.5,60,4,0.05,1000,0.01
0.25,3,1.5,60,4,0.05,1500,0.01
0.25,3,1.5,60,4,0.05,2000,0.01
0.25,3,1.5,60,4,0.05,2500,0.01
0.25,5,0.25,30,4,0.05,500,0.12
0.25,5,0.25,30,4,0.05,1000,0.11
0.25,5,0.25,30,4,0.05,1500,0.11
0.25,5,0.25,30,4,0.05,2000,0.12
0.25,5,0.25,30,4,0.05,2500,0.12
0.25,5,0.25,45,4,0.05,500,0.35
0.25,5,0.25,45,4,0.05,1000,0.36
0.25,5,0.25,45,4,0.05,1500,0.36
0.25,5,0.25,45,4,0.05,2000,0.37
0.25,5,0.25,45,4,0.05,2500,0.38
0.25,5,0.25,60,4,0.05,500,0.38
0.25,5,0.25,60,4,0.05,1000,0.38
0.25,5,0.25,60,4,0.05,1500,0.39
0.25,5,0.25,60,4,0.05,2000,0.39
0.25,5,0.25,60,4,0.05,2500,0.40
0.25,5,0.75,30,4,0.05,500,0.34
0.25,5,0.75,30,4,0.05,1000,0.34
0.25,5,0.75,30,4,0.05,1500,0.34
0.25,5,0.75,30,4,0.05,2000,0.34
0.25,5,0.75,30,4,0.05,2500,0.35
0.25,5,0.75,45,4,0.05,500,0.28
0.25,5,0.75,45,4,0.05,1000,0.29
0.25,5,0.75,45,4,0.05,1500,0.29
0.25,5,0.75,45,4,0.05,2000,0.29
0.25,5,0.75,45,4,0.05,2500,0.29
0.25,5,0.75,60,4,0.05,500,0.10
0.25,5,0.75,60,4,0.05,1000,0.11
0.25,5,0.75,60,4,0.05,1500,0.12
